ExplorationSID;QuerySID;NbGroAdd;NbGroDel;NbSelAdd;NbSelDel;NbAggAdd;NbAggDel;AggLevel;FilterLevel
13;357;0;0;0;0;0;0;4;0
13;358;0;0;0;0;0;1;4;0
13;359;0;0;0;0;1;0;4;0
13;360;0;0;0;0;0;0;4;0
13;361;0;0;0;0;0;0;4;0
13;362;0;0;0;0;0;0;4;0
13;363;0;0;0;0;0;0;4;0
13;364;0;0;0;0;0;0;4;0
13;365;0;0;0;0;0;0;4;0
13;366;0;0;0;0;0;0;4;0
13;367;0;0;0;0;0;0;4;0
13;368;0;1;0;0;0;0;3;0
13;369;0;0;0;0;0;0;3;0
13;370;0;0;0;0;0;0;3;0
13;371;0;0;0;0;0;1;3;0
13;372;0;0;0;0;1;0;3;0
13;373;0;0;0;0;0;0;3;0
13;374;0;0;0;0;0;0;3;0
13;375;0;0;0;0;0;0;3;0
13;376;0;0;0;0;0;0;3;0
13;377;0;0;0;0;0;0;3;0
13;378;0;0;0;0;0;1;3;0
13;379;0;0;0;0;1;0;3;0
13;380;0;0;4;0;0;0;3;4
13;381;1;0;0;0;0;0;4;4
13;382;0;0;0;0;0;0;4;4
13;383;0;0;0;0;0;0;4;4
13;384;0;0;0;0;0;0;4;4
13;385;0;0;0;0;0;0;4;4
13;386;0;0;5;0;0;0;4;9
13;387;0;0;0;4;0;0;4;5
13;388;0;0;0;0;0;0;4;5
13;389;0;0;0;0;0;0;4;5
13;390;0;0;0;0;0;0;4;5
13;391;0;0;0;0;0;0;4;5
13;392;0;0;0;0;0;0;4;5
13;393;0;0;1;1;0;0;4;5
13;394;0;0;4;0;0;0;4;9
13;395;0;0;0;1;0;0;4;8
13;396;0;0;0;0;0;0;4;8
13;397;0;0;0;0;0;0;4;8
13;398;0;0;0;0;0;0;4;8
13;399;0;0;0;0;0;0;4;8
13;400;0;0;0;0;0;1;4;8
13;401;0;0;0;0;0;0;4;8
13;402;0;0;0;0;0;0;4;8
14;403;2;0;5;0;1;0;2;5
14;404;0;0;0;0;0;0;2;5
14;405;1;1;0;5;0;0;2;0
14;406;0;0;0;0;0;0;2;0
14;407;0;0;0;0;0;0;2;0
14;408;0;0;0;0;0;0;2;0
14;409;0;0;0;0;1;1;2;0
14;410;0;0;0;0;1;1;2;0
14;411;0;0;0;0;1;1;2;0
14;412;0;0;0;0;1;0;2;0
14;413;0;0;0;0;0;1;2;0
14;414;0;0;0;0;1;1;2;0
14;415;0;0;0;0;1;1;2;0
14;416;0;0;0;0;1;0;2;0
14;417;0;0;0;0;0;0;2;0
14;418;0;0;0;0;0;0;2;0
14;419;0;0;0;0;0;0;2;0
14;420;0;0;0;0;0;0;2;0
14;421;0;0;0;0;0;0;2;0
14;422;0;0;0;0;0;0;2;0
14;423;0;0;0;0;1;0;2;0
14;424;1;0;0;0;0;0;4;0
14;425;0;0;0;0;0;0;4;0
14;426;0;0;0;0;0;0;4;0
14;427;0;1;0;0;0;0;2;0
14;428;0;0;0;0;0;1;2;0
14;429;1;0;0;0;0;0;4;0
14;430;0;0;0;0;0;0;4;0
14;431;0;1;0;0;0;0;2;0
14;432;1;0;0;0;0;0;3;0
14;433;0;0;0;0;0;0;3;0
14;434;0;0;3;0;0;0;3;3
14;435;0;0;0;0;0;0;3;3
14;436;0;0;0;0;0;0;3;3
14;437;1;0;0;0;0;0;4;3
14;438;0;1;0;0;0;0;3;3
14;439;1;0;0;0;0;0;4;3
14;440;0;1;0;3;0;0;3;0
14;441;0;0;0;0;0;0;3;0
14;442;0;0;4;0;0;0;3;4
14;443;0;0;0;0;0;1;3;4
14;444;0;0;0;0;0;0;3;4
14;445;0;0;0;0;0;0;3;4
14;446;0;0;0;0;0;0;3;4
14;447;0;0;0;0;0;0;3;4
14;448;0;0;0;0;0;0;3;4
14;449;0;1;0;0;0;0;2;4
14;450;1;1;0;4;0;0;4;0
14;451;0;0;0;0;0;0;4;0
14;452;0;0;0;0;0;0;4;0
14;453;0;1;0;0;0;0;3;0
14;454;1;0;0;0;0;0;4;0
14;455;2;1;3;0;1;0;3;3
14;456;0;0;0;0;0;0;3;3
15;457;2;0;0;0;1;0;2;0
15;458;0;0;0;0;0;0;2;0
15;459;0;0;0;0;0;0;2;0
15;460;1;0;0;0;0;0;3;0
15;461;0;0;0;0;0;0;3;0
15;462;0;0;0;0;0;0;3;0
15;463;0;3;0;0;0;0;0;0
15;464;0;0;0;0;0;0;0;0
